구분,신고(발견),확진,시도,시군구,읍면,리,세부주소,위도,경도,개체구분
2333,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.49494,127.84285,폐사체
2334,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.49477,127.84317,폐사체
2335,2022-03-08,2022-03-10,충청북도,보은군,속리산면,삼가리,산26-2,36.49501,127.8435,폐사체
2336,2022-03-06,2022-03-10,충청북도,제천시,덕산면,월악리,산1-1,36.838391,128.150871,폐사체
2337,2022-03-06,2022-03-10,충청북도,제천시,덕산면,월악리,산1-1,36.838484,128.146385,폐사체
2338,2022-03-06,2022-03-10,충청북도,제천시,덕산면,월악리,산1-1,36.838616,128.147505,폐사체
2339,2022-03-02,2022-03-11,경상북도,울진군,북면,주인리,산160,37.10363,129.2728,폐사체
2340,2022-03-09,2022-03-11,강원도,춘천시,동면,감정리,산135,37.89406,127.7922,폐사체
2341,2022-03-10,2022-03-11,강원도,영월군,한반도면,후탄리,산14,37.20771,128.364,폐사체
2342,2022-03-08,2022-03-11,강원도,홍천군,북방면,부사원리,산20-1,37.74168,127.8442,폐사체
2343,2022-03-10,2022-03-11,충청북도,제천시,덕산면,월악리,산14-1,36.87973,128.1268,폐사체
2344,2022-03-08,2022-03-13,강원도,동해시,쇄운동,,837,37.474408,129.068736,폐사체
2345,2022-03-03,2022-03-13,강원도,정선군,임계면,덕암리,산56,37.398934,128.840704,폐사체
2346,2022-03-07,2022-03-13,강원도,정선군,화암면,건천리,416-4,37.319101,128.8385,폐사체
2347,2022-03-08,2022-03-13,강원도,정선군,신동읍,고성리,산194,37.223229,128.595454,폐사체
2348,2022-03-10,2022-03-13,강원도,정선군,정선읍,북실리,산129,37.375893,128.627807,폐사체
2349,2022-03-10,2022-03-13,강원도,정선군,정선읍,북실리,산129,37.375893,128.627807,폐사체
2350,2022-03-10,2022-03-13,충청북도,보은군,속리산면,상판리,산21-1,36.514687,127.844512,폐사체
2351,2022-03-10,2022-03-13,충청북도,제천시,송학면,장곡리,산47-1,37.208882,128.316627,폐사체
2352,2022-03-10,2022-03-13,충청북도,제천시,백운면,애련리,산160-1,37.121277,128.049605,폐사체
2353,2022-03-10,2022-03-13,경기도,가평군,조종면,마일리,산236-2,37.831301,127.380451,폐사체
2354,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산18,37.209365,128.370816,폐사체
2355,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210317,128.370975,폐사체
2356,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210325,128.371022,폐사체
2357,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210331,128.370985,폐사체
2358,2022-03-11,2022-03-13,강원도,영월군,한반도면,후탄리,산3,37.210347,128.370988,폐사체
2359,2022-03-11,2022-03-15,강원도,횡성군,정일면,속실리,산20-1,37.645946,128.205895,폐사체
2360,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.156634,128.643877,수렵개체
2361,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.15784,128.645683,수렵개체
2362,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.158162,128.645804,수렵개체
2363,2022-03-11,2022-03-16,강원도,영월군,산술면,화원리,산98,37.158162,128.645804,수렵개체
2364,2022-03-10,2022-03-16,강원도,강릉시,옥계면,북동리,산397,37.158162,128.645804,수렵개체
2365,2022-03-10,2022-03-16,강원도,강릉시,왕사면,대기리,2810,37.611271,128.966452,수렵개체
2366,2022-03-11,2022-03-16,강원도,강릉시,옥계면,남양리,1271,37.578765,128.789062,수렵개체
2367,2022-03-11,2022-03-16,강원도,강릉시,왕산면,대기리,2912,37.56188,129.014427,수렵개체
2368,2022-03-11,2022-03-16,강원도,강릉시,왕산면,대기리,2912,37.584364,128.750364,수렵개체
2369,2022-03-11,2022-03-16,강원도,강릉시,왕산면,대기리,2912,37.584367,128.750361,수렵개체
2370,2022-03-12,2022-03-16,강원도,강릉시,옥계면,북동리,산397,37.611271,128.966452,수렵개체
2371,2022-03-12,2022-03-16,강원도,강릉시,강동면,임곡리,831,37.64162,128.955415,수렵개체
2372,2022-03-11,2022-03-16,강원도,강릉시,왕산면,왕산리,산99-1,37.640757,128.781248,폐사체
2373,2022-03-11,2022-03-16,강원도,강릉시,왕산면,왕산리,산1,37.640617,128.780974,폐사체
2374,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476369,128.932359,폐사체
2375,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476366,128.932294,폐사체
2376,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476366,128.932294,폐사체
2377,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476452,128.931856,폐사체
2378,2022-03-11,2022-03-16,강원도,정선군,임계면,도전리,산64,37.476589,128.93162,폐사체
2379,2022-03-15,2022-03-16,강원도,정선군,사북읍,직전리,119-1,37.283015,128.825212,폐사체
2380,2022-03-11,2022-03-16,강원도,홍천군,화촌면,장평리,산82,37.73307,128.095604,수렵개체
2381,2022-03-14,2022-03-16,강원도,홍천군,화촌면,송정리,448-1,37.760747,127.911417,폐사체
2382,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체
2383,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체
2384,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체
2385,2022-03-15,2022-03-16,충청북도,보은군,속리산면,도화리,산5-1,36.518829,127.849362,폐사체
2386,2022-03-15,2022-03-16,강원도,춘천시,사북면,지암리,산5-12,37.972046,127.590073,폐사체
2387,2022-03-15,2022-03-16,강원도,영월군,영월읍,방절리,산105,37.189883,128.440805,폐사체
2388,2022-03-15,2022-03-17,강원도,춘천시,동면,상걸리,산60,37.857334,127.851397,폐사체
2389,2022-03-16,2022-03-17,경기도,가평군,조종면,마일리,산39,37.82417,127.388081,폐사체
2390,2022-03-16,2022-03-17,강원도,횡성군,횡성읍,정암리,878,37.461917,128.00774,폐사체
2391,2022-03-16,2022-03-17,경상북도,상주시,화북면,상오리,174,36.525103,127.930852,폐사체
2392,2022-03-16,2022-03-17,경상북도,상주시,화서면,하송리,286,36.496888,127.964527,폐사체
2393,2022-03-16,2022-03-17,충청북도,보은군,속리산면,사내리,산1-1,36.546364,127.852579,폐사체
2394,2022-03-13,2022-03-18,강원도,동해시,신흥동,,277-6,37.52468,129.014675,수렵개체
2395,2022-03-16,2022-03-18,강원도,삼척시,노곡면,우발리,산70,37.375868,129.171215,폐사체
2396,2022-03-14,2022-03-18,강원도,강릉시,왕산면,목계리,산460-1,37.642702,128.878098,수렵개체
2397,2022-03-14,2022-03-18,강원도,강릉시,강동면,산성우리,352-1,37.650755,129.01747,수렵개체
2398,2022-03-15,2022-03-18,강원도,강릉시,왕산면,대기리,산2-1,37.588216,128.735274,수렵개체
2399,2022-03-15,2022-03-18,강원도,강릉시,왕산면,대기리,산2-1,37.586902,128.736119,수렵개체
2400,2022-03-16,2022-03-18,강원도,강릉시,왕산면,대기리,2900,37.58744,128.731772,수렵개체
2401,2022-03-16,2022-03-18,강원도,강릉시,왕산면,대기리,2900,37.58744,128.731772,수렵개체
2402,2022-03-14,2022-03-18,강원도,강릉시,주문진읍,장덕리,산215,37.87767,128.771019,폐사체
2403,2022-03-17,2022-03-18,강원도,영월군,김삿갓면,대야리,174-1,37.125399,128.556902,폐사체
2404,2022-03-17,2022-03-20,충청북도,보은군,속리산면,사내리,산1-1,36.544461,127.849055,폐사체
2405,2022-03-16,2022-03-20,충청북도,보은군,속리산면,도화리,산5-1,36.51807,127.85086,폐사체
2406,2022-03-21,2022-03-22,충청북도,보은군,속리산면,도화리,산5-1,36.526879,127.867336,폐사체
2407,2022-03-21,2022-03-22,충청북도,보은군,속리산면,도화리,산5-1,36.526811,127.868168,폐사체
2408,2022-03-21,2022-03-22,충청북도,단양군,대강면,사인암리,산11,36.897772,128.339072,폐사체
2409,2022-03-21,2022-03-22,경기도,가평군,가평읍,경반리,산152,37.834168,127.451695,폐사체
2410,2022-03-21,2022-03-22,경기도,가평군,조종면,마일리,산39-1,37.824235,127.388827,폐사체
2411,2022-03-21,2022-03-22,경기도,가평군,조종면,마일리,산39-1,37.823961,127.389003,폐사체
2412,2022-03-20,2022-03-22,강원도,홍천군,북방면,소매곡리,229-1,37.710237,127.828335,수렵개체
2413,2022-03-21,2022-03-22,강원도,영월군,한반도면,후탄리,산90,37.190205,128.370037,폐사체
2414,2022-03-18,2022-03-23,경상북도,상주시,공성면,이화리,산142,36.259714,128.105712,수렵개체
2415,2022-03-20,2022-03-23,충청북도,충주시,살미면,향산리,24108,36.932544,127.957717,수렵개체
2416,2022-03-21,2022-03-23,강원도,춘천시,북산면,조교리,산120-2,37.961533,127.911625,폐사체
2417,2022-03-22,2022-03-24,강원도,삼척시,신기면,대이리,산44,37.334103,129.025658,폐사체
2418,2022-03-22,2022-03-24,강원도,삼척시,신기면,대이리,산33,37.334438,129.025894,폐사체
2419,2022-03-22,2022-03-24,강원도,삼척시,신기면,대이리,137,37.334293,129.026058,폐사체
2420,2022-03-22,2022-03-24,강원도,삼척시,하장면,추동리,산1-1,37.367044,128.910219,수렵개체
2421,2022-03-23,2022-03-24,강원도,삼척시,신기면,마차리,43,37.326793,129.073764,수렵개체
2422,2022-03-22,2022-03-24,강원도,영월군,김삿갓면,각동리,산2,37.131452,128.520254,폐사체
2423,2022-03-23,2022-03-24,경상북도,상주시,화서면,하송리,산39-1,36.499292,127.963835,폐사체
2424,2022-03-23,2022-03-25,강원도,양구군,국토정중앙면,두무리,산12,38.06595,128.0575,폐사체
2425,2022-03-23,2022-03-25,충청북도,보은군,속리산면,만수리,산1-1,36.49736,127.8856,폐사체
2426,2022-03-23,2022-03-25,충청북도,보은군,속리산면,만수리,산1-1,36.4977,127.8842,폐사체
2427,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,산28-1,37.333491,129.027717,폐사체
2428,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,산28-1,37.333491,129.027717,폐사체
2429,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,산28-1,37.333491,129.027717,폐사체
2430,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,산29,37.334574,129.030051,폐사체
2431,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,산25,37.3344,129.031316,폐사체
2432,2022-03-22,2022-03-27,강원도,삼척시,신기면,대이리,106,37.332921,129.032242,폐사체
2433,2022-03-22,2022-03-27,강원도,인제군,상남면,하남리,643-5,37.890973,128.283365,수렵개체
2434,2022-03-25,2022-03-27,충청북도,보은군,속리산면,상판리,산4,36.522232,127.823347,폐사체
2435,2022-03-25,2022-03-27,충청북도,충주시,산척면,명서리,산18,37.081413,128.045452,폐사체
2436,2022-03-27,2022-03-29,강원도,영월군,영월읍,삼옥리,1116-1,37.230928,128.483721,수렵개체
2437,2022-03-27,2022-03-29,강원도,영월군,북면,마차리,149-2,37.287889,128.487034,수렵개체
2438,2022-03-26,2022-03-29,강원도,홍천군,화촌면,송정리,산65-1,37.760679,127.912398,폐사체
2439,2022-03-28,2022-03-29,강원도,홍천군,두촌면,자은리,621,37.877931,128.029105,폐사체
2440,2022-03-25,2022-03-30,강원도,삼척시,신기면,대이리,산17,37.334202,129.036874,폐사체
2441,2022-03-25,2022-03-30,강원도,삼척시,신기면,대이리,산15,37.334512,129.038954,폐사체
2442,2022-03-25,2022-03-30,강원도,삼척시,신기면,대이리,산1,37.332135,129.046645,폐사체
2443,2022-03-28,2022-03-30,강원도,삼척시,신기면,대이리,산1,37.33322,129.04866,폐사체
2444,2022-03-29,2022-03-30,강원도,평창군,진부면,화의리,산100,37.546768,128.51985,폐사체
2445,2022-03-28,2022-03-30,충청북도,제천시,덕산면,월악리,산1-1,36.851333,128.178515,폐사체
2446,2022-03-29,2022-03-31,충청북도,제천시,덕산면,월악리,산1-1,36.843078,128.186584,폐사체
2447,2022-03-29,2022-04-01,강원도,정선군,북평면,나전리,산100-1,37.44101,128.628,폐사체
2448,2022-03-29,2022-04-01,강원도,강릉시,옥계면,남양리,1922,37.57966,129.0125,폐사체
2449,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산100,37.18798,128.4346,폐사체
2450,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산105,37.18995,128.4395,폐사체
2451,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산105,37.19002,128.4398,폐사체
2452,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산105,37.19004,128.4396,폐사체
2453,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산105,37.19005,128.4398,폐사체
2454,2022-03-30,2022-04-01,강원도,영월군,영월읍,방절리,산105,37.1902,128.4399,폐사체
2455,2022-03-30,2022-04-03,강원도,영월군,영월읍,방절리,산105,37.190212,128.439833,폐사체
2456,2022-03-30,2022-04-03,강원도,삼척시,신기면,대이리,산71-2,37.331342,129.018312,폐사체
2457,2022-03-30,2022-04-03,강원도,삼척시,신기면,대이리,산71-2,37.331342,129.018312,폐사체
2458,2022-03-30,2022-04-03,강원도,삼척시,신기면,대이리,산28-1,37.335261,129.028199,폐사체
2459,2022-03-30,2022-04-03,강원도,삼척시,근덕면,금계리,187-1,37.398553,129.178376,폐사체
2460,2022-04-01,2022-04-03,충청북도,충주시,살미면,향산리,310-1,36.923,127.938924,폐사체
2461,2022-03-31,2022-04-03,강원도,영월군,영월읍,영흥리,산134-5,37.195383,128.444097,폐사체
2462,2022-04-01,2022-04-04,강원도,영월군,영월읍,방절리,639,37.188633,128.436766,폐사체
2463,2022-03-29,2022-04-05,경상북도,문경시,호계면,우로리,산62-1,36.675813,128.190282,수렵개체
2464,2022-04-02,2022-04-05,충청북도,보은군,속리산면,삼가리,산18-1,36.48436,127.850893,폐사체
2465,2022-04-02,2022-04-05,충청북도,보은군,속리산면,삼가리,산18-1,36.484067,127.851035,폐사체
2466,2022-04-02,2022-04-05,충청북도,보은군,속리산면,삼가리,산18-1,36.484185,127.851544,폐사체
2467,2022-04-04,2022-04-05,강원도,영월군,한반도면,쌍용리,산103-9,37.191416,128.313617,폐사체
2468,2022-04-04,2022-04-05,강원도,영월군,한반도면,쌍용리,산103-9,37.191835,128.315445,폐사체
2469,2022-04-04,2022-04-05,강원도,영월군,한반도면,쌍용리,산103-9,37.19183,128.315458,폐사체
2470,2022-04-04,2022-04-05,강원도,영월군,한반도면,쌍용리,산103-9,37.191808,128.315352,폐사체
2471,2022-04-04,2022-04-06,경상북도,상주시,화남면,평온리,산113,36.450811,127.897306,폐사체
2472,2022-03-31,2022-04-06,강원도,강릉시,옥계면,산계리,산458,37.573751,128.97969,폐사체
2473,2022-04-05,2022-04-07,강원도,춘천시,동면,감정리,산142,37.885148,127.795661,폐사체
2474,2022-04-05,2022-04-07,강원도,춘천시,동면,감정리,산142,37.885148,127.795661,폐사체
2475,2022-04-05,2022-04-07,강원도,춘천시,동면,감정리,산163-2,37.883655,127.793086,폐사체
2476,2022-04-05,2022-04-07,강원도,춘천시,신동면,팔미리,산135-5,37.812953,127.674106,폐사체
2477,2022-03-31,2022-04-07,강원도,정선군,정선읍,용탄리,26054,37.420481,128.624405,폐사체
2478,2022-04-04,2022-04-07,강원도,정선군,여량면,유천리,산270-1,37.506264,128.69918,폐사체
2479,2022-04-05,2022-04-07,강원도,정선군,남면,광덕리,산207-1,37.289075,128.684154,폐사체
2480,2022-04-07,2022-04-08,강원도,횡성군,갑천면,구방리,산26-1,37.538783,128.074926,폐사체
2481,2022-04-07,2022-04-08,강원도,영월군,한반도면,쌍용리,806,37.194615,128.318826,폐사체
2482,2022-04-07,2022-04-08,강원도,영월군,한반도면,쌍용리,산196,37.195197,128.516193,폐사체
2483,2022-04-07,2022-04-10,강원도,동해시,신흥동,,산287-1,37.51596,128.97981,폐사체
2484,,2022-04-10,강원도,인제군,남면,갑둔리,산71-2,37.910959,128.147136,폐사체
2485,2022-04-07,2022-04-10,충청북도,제천시,한수면,한천리,산5-2,36.94592,128.056437,폐사체
2486,2022-04-08,2022-04-10,충청북도,제천시,한수면,덕곡리,24351,36.941395,128.136152,폐사체
2487,2022-04-07,2022-04-10,충청북도,보은군,속리산면,삼가리,산32,36.502111,127.84398,폐사체
2488,2022-04-08,2022-04-10,충청북도,제천시,송학면,사곡리,산1-1,37.190411,128.312978,폐사체
2489,2022-04-10,2022-04-11,경상북도,상주시,화남면,평온리,산115,36.451103,127.894549,폐사체
2490,2022-04-08,2022-04-12,충청북도,보은군,속리산면,상판리,산2,36.519283,127.835043,폐사체
2491,2022-04-08,2022-04-12,충청북도,보은군,속리산면,상판리,산2,36.518892,127.835353,폐사체
2492,2022-04-08,2022-04-12,충청북도,보은군,속리산면,상판리,산2,36.518897,127.835353,폐사체
2493,2022-04-08,2022-04-12,충청북도,보은군,속리산면,상판리,산2,36.519143,127.835043,폐사체
2494,2022-04-11,2022-04-12,충청북도,보은군,속리산면,도화리,산5-1,36.532149,127.857183,폐사체
2495,2022-04-09,2022-04-13,강원도,삼척시,노곡면,상월산리,149,37.335252,129.150375,수렵개체
2496,2022-04-12,2022-04-13,강원도,삼척시,가곡면,오목리,356,37.157868,129.195567,수렵개체
2497,2022-04-11,2022-04-13,강원도,춘천시,동면,상걸리,산53,37.8515271,127.8393158,폐사체
2498,2022-04-11,2022-04-13,강원도,춘천시,동면,상걸리,산53,37.8515271,127.8393158,폐사체
2499,2022-04-11,2022-04-13,충청북도,보은군,속리산면,도화리,산4-1,36.525082,127.867139,폐사체
2500,2022-04-11,2022-04-13,충청북도,보은군,속리산면,도화리,산5-1,36.526356,127.868276,폐사체
2501,2022-04-12,2022-04-13,경상북도,상주시,은척면,남곡리,산51,36.51806,128.035807,폐사체
2502,2022-04-12,2022-04-14,강원도,동해시,지흥동,,298,37.510662,129.092162,폐사체
2503,2022-04-12,2022-04-14,충청북도,보은군,속리산면,삼가리,산1-1,36.503181,127.854604,폐사체
2504,2022-04-12,2022-04-14,충청북도,보은군,속리산면,삼가리,산1-1,36.503528,127.854564,폐사체
2505,2022-04-12,2022-04-14,충청북도,보은군,속리산면,삼가리,산1-1,36.505794,127.853054,폐사체
2506,2022-04-12,2022-04-14,강원도,영월군,영월읍,팔괴리,1075,37.15805,128.458334,수렵개체
2507,2022-04-11,2022-04-15,강원도,홍천군,남면,용수리,222,37.662576,127.74894,폐사체
2508,2022-04-15,2022-04-17,경상북도,상주시,화서면,상곡리,280,36.460814,127.970645,폐사체
2509,2022-04-14,2022-04-17,충청북도,보은군,속리산면,구병리,산14,36.483736,127.866061,폐사체
2510,2022-04-14,2022-04-17,충청북도,보은군,속리산면,구병리,산14,36.483789,127.865547,폐사체
2511,2022-04-14,2022-04-17,충청북도,보은군,속리산면,구병리,산14,36.483598,127.865537,폐사체
2512,2022-04-14,2022-04-17,충청북도,보은군,속리산면,구병리,산14-2,36.482106,127.865127,폐사체
2513,2022-04-14,2022-04-17,충청북도,보은군,속리산면,구병리,산14-2,36.482071,127.86512,폐사체
2514,2022-04-14,2022-04-17,충청북도,제천시,봉양읍,원박리,산175,37.12694,128.076163,폐사체
2515,2022-04-15,2022-04-17,강원도,영월군,영월읍,팔괴리,1002,37.156847,128.461231,수렵개체
2516,2022-04-08,2022-04-17,강원도,정선군,여량면,고양리,168,37.424286,128.738665,폐사체
2517,2022-04-30,2022-04-17,강원도,정선군,신동읍,운치리,산249,37.267441,128.6029,폐사체
2518,2022-04-16,2022-04-19,강원도,양양군,서면,수리,산1,38.009072,128.589278,폐사체
2519,2022-04-16,2022-04-19,강원도,춘천시,남산면,방곡리,산51-1,37.805156,127.64873,폐사체
2520,2022-04-17,2022-04-19,강원도,춘천시,동산면,조양리,1357,37.75219,127.780208,폐사체
2521,2022-04-18,2022-04-19,경기도,가평군,청평면,상천리,산82-1,37.779712,127.443557,폐사체
2522,2022-04-15,2022-04-19,충청북도,보은군,속리산면,삼가리,산18-1,36.489663,127.849419,폐사체
2523,2022-04-15,2022-04-19,충청북도,보은군,속리산면,도화리,산5-1,36.530431,127.856996,폐사체
2524,2022-04-15,2022-04-19,충청북도,보은군,속리산면,도화리,산5-1,36.531653,127.85588,폐사체
2525,2022-04-15,2022-04-19,충청북도,보은군,속리산면,도화리,산5-1,36.531749,127.855796,폐사체
2526,2022-04-16,2022-04-19,충청북도,보은군,속리산면,구병리,324,36.476783,127.87237,폐사체
2527,2022-04-16,2022-04-19,충청북도,보은군,속리산면,상판리,산21-1,36.51468,127.844489,폐사체
2528,2022-04-16,2022-04-19,충청북도,보은군,속리산면,상판리,산21-1,36.514685,127.844517,폐사체
2529,2022-04-16,2022-04-19,충청북도,보은군,속리산면,상판리,산21-1,36.514566,127.844411,폐사체
2530,2022-04-16,2022-04-19,충청북도,보은군,속리산면,상판리,산21-1,36.513444,127.845004,폐사체
2531,2022-04-17,2022-04-19,충청북도,보은군,속리산면,사내리,산1-1,36.530858,127.833725,폐사체
2532,2022-04-18,2022-04-19,강원도,영월군,영월읍,팔괴리,산276,37.155591,128.45716,폐사체
2533,2022-04-18,2022-04-19,강원도,영월군,영월읍,팔괴리,산276,37.155743,128.457184,폐사체
2534,2022-04-18,2022-04-19,강원도,영월군,영월읍,팔괴리,산276,37.155798,128.458259,폐사체
2535,2022-04-18,2022-04-20,경상북도,상주시,화남면,평온리,652,36.461512,127.886918,폐사체
2536,2022-04-19,2022-04-20,강원도,횡성군,우천면,하궁리,산86,37.503868,128.125489,폐사체
2537,2022-04-18,2022-04-20,강원도,춘천시,동내면,사암리,산5,37.809673,127.807584,폐사체
2538,2022-04-18,2022-04-20,충청북도,제천시,제천시,공천리,산139-1,37.113345,128.071323,폐사체
2539,2022-04-20,2022-04-21,강원도,횡성군,안흥면,지구리,산35,37.439905,128.213176,폐사체
2540,2022-04-20,2022-04-21,강원도,횡성군,우천면,정금리,산163-1,37.509613,128.088436,폐사체
2541,2022-04-19,2022-04-21,경기도,가평군,청평면,상천리,산148,37.777653,127.459711,폐사체
2542,2022-04-20,2022-04-22,경상북도,상주시,화서면,상곡리,산63-1,36.447467,127.984841,폐사체
2543,2022-04-19,2022-04-22,충청북도,제천시,봉양읍,원박리,산59-1,37.140556,128.083382,폐사체
2544,2022-04-20,2022-04-22,강원도,춘천시,동내면,고은리,산15,37.844444,127.798554,폐사체
2545,2022-04-18,2022-04-22,강원도,홍천군,서석면,청량리,산110,37.643152,128.234174,폐사체
2546,2022-04-19,2022-04-22,강원도,홍천군,남면,용수리,산40,37.661086,127.739562,폐사체
2547,2022-04-21,2022-04-24,강원도,인제군,기린면,북리,산33-2,38.001815,128.336588,폐사체
2548,2022-04-22,2022-04-24,강원도,춘천시,서면,안보리,산86-6,37.869603,127.574494,폐사체
2549,2022-04-20,2022-04-26,충청북도,제천시,한수면,송계리,산46-1,36.86383,128.0526,폐사체
2550,2022-04-25,2022-04-26,충청북도,단양군,어상천면,율곡리,산10,37.082558,128.380068,폐사체
2551,2022-04-23,2022-04-26,강원도,춘천시,동면,감정리,산163-2,37.883992,127.793183,폐사체
2552,2022-04-23,2022-04-26,강원도,춘천시,동내면,사암리,산5,37.809436,127.808088,폐사체
2553,2022-04-23,2022-04-26,강원도,춘천시,동내면,사암리,산5,37.80992,127.807061,폐사체
2554,2022-04-25,2022-04-26,충청북도,충주시,산척면,명서리,산6-1,37.091653,128.019976,폐사체
2555,2022-04-25,2022-04-26,강원도,영월군,산솔면,연상리,506,37.18,128.587113,폐사체
2556,2022-04-25,2022-04-26,강원도,영월군,남면,광천리,산92,37.162034,128.437764,폐사체
2557,2022-04-25,2022-04-26,강원도,영월군,남면,광천리,산94,37.161738,128.436182,폐사체
2558,2022-04-25,2022-04-27,강원도,삼척시,신기면,대이리,산25,37.335538,129.031512,폐사체
2559,2022-04-22,2022-04-27,강원도,홍천군,화촌면,군업리,1461,37.718687,128.033854,폐사체
2560,2022-04-25,2022-04-27,충청북도,단양군,영춘면,만종리,산99-1,37.091275,128.387373,폐사체
2561,2022-04-26,2022-04-27,충청북도,보은군,속리산면,도화리,산3,36.51774,127.872661,폐사체
2562,2022-04-25,2022-04-27,충청북도,보은군,속리산면,도화리,산4-1,36.518404,127.871628,폐사체
2563,2022-04-26,2022-04-27,충청북도,보은군,속리산면,도화리,산4-2,36.520498,127.862761,폐사체
2564,2022-04-26,2022-04-27,충청북도,보은군,속리산면,도화리,산4-2,36.520533,127.86275,폐사체
2565,2022-04-26,2022-04-28,강원도,횡성군,횡성읍,조곡리,산72,37.48516,128.020565,폐사체
2566,2022-04-27,2022-04-28,충청북도,단양군,어상천면,임현리,산1,37.082146,128.378601,폐사체
2567,2022-04-18,2022-04-29,강원도,정선군,신동읍,가사리,산26,37.237649,128.662487,폐사체
2568,2022-04-22,2022-04-29,강원도,정선군,사북읍,직전리,산21,37.280094,128.823677,폐사체
2569,2022-04-25,2022-04-29,강원도,정선군,정선읍,봉양리,산53-2,37.383329,128.622138,폐사체
2570,2022-04-27,2022-04-29,강원도,춘천시,동면,만천리,산55-1,37.868845,127.791557,폐사체
2571,2022-04-25,2022-04-29,강원도,강릉시,성산면,산북리,산36,37.710736,128.840178,폐사체
2572,2022-04-25,2022-04-29,강원도,강릉시,성산면,산북리,산36,37.710698,128.840517,폐사체
2573,2022-04-27,2022-04-29,강원도,강릉시,성산면,어흘리,산341,37.704358,128.777697,폐사체
2574,2022-04-28,2022-04-29,강원도,영월군,김삿갓면,예밀리,산1,37.159984,128.580668,폐사체
2575,2022-04-26,2022-04-29,강원도,홍천군,내촌면,도관리,산247,37.836275,128.086346,폐사체
2576,2022-04-26,2022-04-29,강원도,홍천군,북방면,성동리,산180,37.729438,127.862102,폐사체
2577,2022-04-28,2022-05-01,강원도,고성군,간성읍,어천리,산48,38.358863,128.435247,폐사체
2578,2022-04-28,2022-05-03,강원도,강릉시,강동면,산성우리,산152-3,37.666093,129.011757,폐사체
2579,2022-04-29,2022-05-04,강원도,홍천군,내촌면,광암리,산11-15,37.84666,128.073801,폐사체
2580,2022-05-03,2022-05-04,충청북도,단양군,대강면,직티리,산42,36.892331,128.327229,폐사체
2581,2022-05-03,2022-05-04,강원도,횡성군,우천면,하궁리,산44-3,37.506568,128.126845,폐사체
2582,2022-05-03,2022-05-04,강원도,영월군,영월읍,삼옥리,산162,37.222062,128.484564,폐사체
2583,2022-04-28,2022-05-08,강원도,정선군,남면,문곡리,산293-2,37.26995,128.691535,폐사체
2584,2022-04-27,2022-05-08,강원도,정선군,남면,문곡리,산176,37.259008,128.735976,폐사체
2585,2022-04-27,2022-05-08,강원도,정선군,북평면,나전리,293,37.436974,128.615383,폐사체
2586,2022-04-28,2022-05-08,강원도,정선군,화암면,화암리,산270,37.366088,128.794833,폐사체
2587,2022-05-05,2022-05-08,충청북도,보은군,속리산면,만수리,산1-1,36.524051,127.881472,폐사체
2588,2022-05-06,2022-05-08,강원도,화천군,화천읍,동촌리,산4-1,38.139196,127.805713,폐사체
2589,2022-05-06,2022-05-08,강원도,화천군,화천읍,동촌리,산4-1,38.139261,127.803204,폐사체
2590,2022-05-04,2022-05-08,강원도,홍천군,화촌면,풍천리,산77,37.84094,127.873085,폐사체
2591,2002-05-08,2022-05-10,충청북도,충주시,살미면,공이리,산65-1,36.881338,128.024753,폐사체
2592,2022-05-03,2022-05-10,강원도,강릉시,강동면,임곡리,831,37.641714,128.956203,폐사체
2593,2022-05-08,2022-05-10,강원도,강릉시,강동면,임곡리,416-6,37.670071,128.965557,수렵개체
